번호,한글명,영문명
9019,"기계요법용 기기, 마사지용 기기, 심리학적 적성검사용 기기, 오존 흡입기ㆍ산소 흡입기ㆍ에어로졸 치료기ㆍ인공호흡기나 그 밖의 치료용 호흡기기","Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus."
9020,그 밖의 호흡용 기기와 가스마스크(기계적인 부분품과 교환용 필터를 모두 갖추지 않은 보호용 마스크는 제외한다),"Other breathing appliances and gas masks, excluding protective masks having neither mechanical parts nor replaceable filters."
9021,"정형외과용 기기(목발ㆍ외과용 벨트와 탈장대를 포함한다), 골절 치료용 부목과 그 밖의 골절 치료구, 인공 인체 부분, 보청기, 결함ㆍ장애를 보정하기 위하여 착용하거나 휴대하거나 인체에 삽입하는 그 밖의 기기","Orthopaedic appliances, including crutches, surgical belts and trusses; splints and other fracture appliances; artificial parts of the body; hearing aids and other appliances which are worn or carried, or implanted in the body, to compensate for a defect or disability."
9022,엑스선이나 알파선ㆍ베타선ㆍ감마선ㆍ그 밖의 전리선을 사용하는 기기(내과용ㆍ외과용ㆍ치과용ㆍ수의과용인지에 상관없으며 방사선 사진용이나 방사선 치료용 기기ㆍ엑스선관과 그 밖의 엑스선 발생기ㆍ고압 발생기ㆍ조절반ㆍ스크린ㆍ검사용이나 치료용 테이블ㆍ의자와 이와 유사한 물품을 포함한다),"Apparatus based on the use of X-rays or of alpha, beta, gamma or other ionising radiations, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus, X-ray tubes and other X-ray generators, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and the like."
9023,전시용으로 설계된 기구와 모형(예: 교육용이나 전람회용)(다른 용도에 사용될 수 없는 것으로 한정한다),"Instruments, apparatus and models, designed for demonstrational purposes (for example, in education or exhibitions), unsuitable for other uses."
9024,재료(예: 금속ㆍ목재ㆍ직물ㆍ종이ㆍ플라스틱)의 경도ㆍ항장력ㆍ압축성ㆍ탄성이나 그 밖의 기계적 성질의 시험용 기기,"Machines and appliances for testing the hardness, strength, compressibility, elasticity or other mechanical properties of materials (for example, metals, wood, textiles, paper, plastics)."
9025,"액체비중계와 이와 유사한 부력식 측정기ㆍ온도계ㆍ고온계ㆍ기압계ㆍ습도계와 건습구 습도계(이들을 결합한 것을 포함하며, 기록장치가 있는지에 상관없다)","Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not, and any combination of these instruments."
9026,"액체나 기체의 유량ㆍ액면ㆍ압력이나 그 밖의 변량(變量)의 측정용이나 검사용 기기(예: 유량계ㆍ액면계ㆍ압력계ㆍ열 측정계). 다만, 제9014호ㆍ제9015호ㆍ제9028호ㆍ제9032호의 것은 제외한다.","Instruments and apparatus for measuring or checking the flow, level, pressure or other variables of liquids or gases (for example, flow meters, level gauges, manometers, heat meters), excluding instruments and apparatus of heading 90.14, 90.15, 90.28 or 90.32."
9027,"물리나 화학 분석용 기기(예: 편광계ㆍ굴절계ㆍ분광계ㆍ가스나 매연 분석기), 점도ㆍ포로서티(porosity)ㆍ팽창ㆍ표면장력이나 이와 유사한 것의 측정용이나 검사용 기기, 열ㆍ소리ㆍ빛의 양의 측정용이나 검사용 기기(노출계를 포함한다), 마이크로톰(microtome)","Instruments and apparatus for physical or chemical analysis (for example, polarimeters, refractometers, spectrometers, gas or smoke analysis apparatus); instruments and apparatus for measuring or checking viscosity, porosity, expansion, surface tension or the like; instruments and apparatus for measuring or checking quantities of heat, sound or light (including exposure meters); microtomes."
9028,기체ㆍ액체ㆍ전기의 적산(積算)용 계기(그 검정용 계기를 포함한다),"Gas, liquid or electricity supply or production meters, including calibrating meters therefor."
9029,"적산(積算)회전계ㆍ생산량계ㆍ택시미터ㆍ주행거리계ㆍ보수계와 이와 유사한 계기, 속도계와 회전속도계(제9014호나 제9015호의 것은 제외한다), 스트로보스코프(stroboscope)","Revolution counters, production counters, taximeters, mileometers, pedometers and the like; speed indicators and tachometers, other than those of heading 90.14 or 90.15; stroboscopes."
9030,"오실로스코프(oscilloscope)ㆍ스펙트럼 분석기와 그 밖의 전기적 양의 측정용이나 검사용 기기(제9028호의 것은 제외한다), 알파선ㆍ베타선ㆍ감마선ㆍ엑스선ㆍ우주선이나 그 밖의 전리선의 검사용이나 검출용 기기","Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking electrical quantities, excluding meters of heading 90.28; instruments and apparatus for measuring or detecting alpha, beta, gamma, X-ray, cosmic or other ionising radiations."
9031,그 밖의 측정용이나 검사용 기기(이 류에 따로 분류되지 않은 것으로 한정한다)와 윤곽 투영기,"Measuring or checking instruments, appliances and machines, not specified or included elsewhere in this Chapter; profile projectors."
9032,자동조절용이나 자동제어용 기기,Automatic regulating or controlling instruments and apparatus.
9033,제90류의 기계ㆍ기기ㆍ장치ㆍ장비용 부분품과 부속품(이 류에 따로 분류되지 않은 것으로 한정한다),"Parts and accessories (not specified or included elsewhere in this Chapter) for machines, appliances, instruments or apparatus of Chapter 90."
9101,"손목시계ㆍ회중시계와 그 밖의 휴대용 시계(스톱워치를 포함하며, 케이스를 귀금속으로 만든 것이나 귀금속을 입힌 금속으로 만든 것으로 한정한다)","Wrist-watches, pocket-watches and other watches, including stop-watches, with case of precious metal or of metal clad with precious metal."
9102,손목시계ㆍ회중시계와 그 밖의 휴대용 시계(스톱워치를 포함하되 제9101호의 것은 제외한다),"Wrist-watches, pocket-watches and other watches, including stop-watches, other than those of heading 91.01."
9103,휴대용 시계의 무브먼트(movement)를 갖춘 클록(clock)(제9104호의 것은 제외한다),"Clocks with watch movements, excluding clocks of heading 91.04."
9104,차량용ㆍ항공기용ㆍ우주선용ㆍ선박용 계기반 클록(clock)과 이와 유사한 클록(clock),"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels."
9105,그 밖의 클록(clock),Other clocks.
9106,시각을 기록하는 기기와 시계의 무브먼트(movement)나 동기(同期) 전동기를 갖춘 것으로서 시간을 측정ㆍ기록하거나 알리는 기기[예: 타임레지스터(time-register)ㆍ타임레코더(time-recorder)],"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock or watch movement or with synchronous motor(for example, time-registers, time-recorders)."
9107,타임스위치[시계의 무브먼트(movement)나 동기(同期) 전동기를 갖춘 것으로 한정한다],Time switches with clock or watch movement or with synchronous motor.
9108,휴대용 시계의 무브먼트(movement)(완전한 것으로서 조립된 것으로 한정한다),"Watch movements, complete and assembled."
9109,클록 무브먼트(clock movement)(완전한 것으로서 조립된 것으로 한정한다),"Clock movements, complete and assembled."
9110,"완전한 시계의 무브먼트(movement)(미조립이나 부분적으로 조립된 것으로 한정한다)(무브먼트세트), 불완전한 시계의 무브먼트(movement)(조립된 것으로 한정한다), 러프(rough)한 시계의 무브먼트(movement)","Complete watch or clock movements, unassembled or partly assembled (movement sets); incomplete watch or clock movements, assembled; rough watch or clock movements."
9111,휴대용 시계의 케이스와 그 부분품,Watch cases and parts thereof.
9112,"클록(clock) 케이스, 이 류의 그 밖의 물품에 사용되는 이와 유사한 유형의 케이스와 이들의 부분품","Clock cases and cases of a similar type for other goods of this Chapter, and parts thereof."
9113,휴대용 시곗줄ㆍ휴대용 시계밴드ㆍ휴대용 시계팔찌와 이들의 부분품,"Watch straps, watch bands and watch bracelets, and parts thereof."
9114,그 밖의 시계의 부분품,Other clock or watch parts.
9201,피아노(자동피아노를 포함한다)ㆍ하프시코드(harpsichord)와 그 밖의 건반이 있는 현악기,"Pianos, including automatic pianos; harpsichords and other keyboard stringed instruments."
9202,그 밖의 현악기(예: 기타ㆍ바이올린ㆍ하프),"Other string musical instruments(for example, guitars, violins, harps)."
9205,관악기(예: 키보드 파이프 오르간ㆍ아코디언ㆍ클라리넷ㆍ트럼펫ㆍ백파이프)[페어그라운드 오르간(fairground organ)과 메커니컬 스트리트 오르간(mechanical street organ)은 제외한다],"Wind musical instruments(for example, keyboard pipe organs, accordions, clarinets, trumpets, bagpipes), other than fairground organs and mechanical street organs."
9206,타악기[예: 북ㆍ목금ㆍ심벌ㆍ캐스터네츠ㆍ마라카스(maracas)],"Percussion musical instruments(for example, drums, xylophones, cymbals, castanets, maracas)."
9207,전기적으로 음이 발생하거나 증폭되는 악기(예: 오르간ㆍ기타ㆍ아코디언),"Musical instruments, the sound of which is produced, or must be amplified, electrically (for example, organs, guitars, accordions)."
9208,"뮤지컬박스ㆍ페어그라운드 오르간(fairground organ)ㆍ메커니컬 스트리트 오르간(mechanical street organ)ㆍ기계식 자명조(singing bird)ㆍ뮤지컬소(musical saw)와 그 밖의 악기로서 이 류의 다른 호에 해당하지 않는 것, 각종 데코이 콜(decoy call), 휘슬ㆍ호각과 그 밖의 입으로 불어서 나는 소리로 신호하는 기구","Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical saws and other musical instruments not falling within any other heading of this Chapter; decoy calls of all kinds; whistles, call horns and other mouth-blown sound signalling instruments."
